nivel;confiabilidade;FAIXA_SCORE;OPERACAO;IDENTIFICA_GRUPO_MODELO;CANAL_PCO_AJUSTADO;taxa_conversao_ref;taxa_fpd_ref;n_aprovados;n_convertidos;n_maus;vars_usadas
1;ALTA;R14;FIXA;G1 - CLIENTE RELACION BOM;DIGITAL;0.6359705317;0.0992193402;6244;3971;394;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R14;FIXA;G1 - CLIENTE RELACION BOM;OUTROS;0.3110167374;0.1204819277;20015;6225;750;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R14;FIXA;G2 - EX CLIENTE RELACION BOM;DIGITAL;0.578535892;0.1412776413;1407;814;115;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R14;FIXA;G2 - EX CLIENTE RELACION BOM;OUTROS;0.4575495679;0.1433333333;1967;900;129;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R14;FIXA;G3 - CLIENTE NOVO;CROSSELING;0.5107991361;0.1511627907;1852;946;143;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R14;FIXA;G3 - CLIENTE NOVO;DIGITAL;0.6034780464;0.1502145923;8108;4893;735;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R14;FIXA;G3 - CLIENTE NOVO;OUTROS;0.4600854819;0.1663170512;7253;3337;555;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R14;FIXA;G4 - PRE PAGO SEM DIVIDA;DIGITAL;0.5884353741;0.1560693642;1176;692;108;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R14;FIXA;G4 - PRE PAGO SEM DIVIDA;OUTROS;0.4353741497;0.1988636364;1617;704;140;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R14;FIXA;G5 - CLIENTE COM DIVIDA;CROSSELING;0.1938164597;0.2019363762;11191;2169;438;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R14;FIXA;G5 - CLIENTE COM DIVIDA;DIGITAL;0.5856293895;0.147601476;1851;1084;160;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R14;FIXA;G5 - CLIENTE COM DIVIDA;OUTROS;0.310600304;0.1951070336;5264;1635;319;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R14;MOVEL;G1 - CLIENTE RELACION BOM;CROSSELING;0.3651504663;0.2382736701;122785;44835;10683;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R14;MOVEL;G1 - CLIENTE RELACION BOM;DIGITAL;0.7041215261;0.2357761648;127380;89691;21147;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R14;MOVEL;G1 - CLIENTE RELACION BOM;OUTBOUND;0.433524735;0.2608252674;13584;5889;1536;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R14;MOVEL;G1 - CLIENTE RELACION BOM;OUTROS;0.3667410456;0.2166646912;138032;50622;10968;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R14;MOVEL;G1 - CLIENTE RELACION BOM;URA_ATIVACAO;0.3079683377;0.3951336532;9475;2918;1153;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R14;MOVEL;G2 - EX CLIENTE RELACION BOM;CROSSELING;0.4556149733;0.5011737089;1870;852;427;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R14;MOVEL;G2 - EX CLIENTE RELACION BOM;DIGITAL;0.6269265639;0.4645697758;4412;2766;1285;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R14;MOVEL;G2 - EX CLIENTE RELACION BOM;OUTBOUND;0.5382208315;0.4800664452;2237;1204;578;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R14;MOVEL;G2 - EX CLIENTE RELACION BOM;OUTROS;0.5118013272;0.3328432028;14617;7481;2490;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R14;MOVEL;G2 - EX CLIENTE RELACION BOM;URA_ATIVACAO;0.4078066914;0.5387420237;2690;1097;591;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R14;MOVEL;G3 - CLIENTE NOVO;CROSSELING;0.4399689159;0.5831616132;7721;3397;1981;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R14;MOVEL;G3 - CLIENTE NOVO;DIGITAL;0.622922058;0.5875932967;22799;14202;8345;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R14;MOVEL;G3 - CLIENTE NOVO;OUTBOUND;0.5720734276;0.5677275118;13292;7604;4317;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R14;MOVEL;G3 - CLIENTE NOVO;OUTROS;0.5920876999;0.3511607828;35211;20848;7321;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R14;MOVEL;G3 - CLIENTE NOVO;URA_ATIVACAO;0.3585188356;0.6241791045;9344;3350;2091;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R14;MOVEL;G4 - PRE PAGO SEM DIVIDA;CROSSELING;0.4573283209;0.465434494;42827;19586;9116;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R14;MOVEL;G4 - PRE PAGO SEM DIVIDA;DIGITAL;0.8057652633;0.3950030246;88218;71083;28078;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R14;MOVEL;G4 - PRE PAGO SEM DIVIDA;OUTBOUND;0.586570971;0.4694104561;16859;9889;4642;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R14;MOVEL;G4 - PRE PAGO SEM DIVIDA;OUTROS;0.4989865079;0.3653443351;31574;15755;5756;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R14;MOVEL;G4 - PRE PAGO SEM DIVIDA;URA_ATIVACAO;0.211419909;0.6754302103;9895;2092;1413;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R14;MOVEL;G5 - CLIENTE COM DIVIDA;CROSSELING;0.2714159826;0.3096377307;43122;11704;3624;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R14;MOVEL;G5 - CLIENTE COM DIVIDA;DIGITAL;0.5554659787;0.3267537494;37212;20670;6754;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R14;MOVEL;G5 - CLIENTE COM DIVIDA;OUTBOUND;0.4186751554;0.4145546705;6597;2762;1145;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R14;MOVEL;G5 - CLIENTE COM DIVIDA;OUTROS;0.2885839854;0.2994576926;46645;13461;4031;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R14;MOVEL;G5 - CLIENTE COM DIVIDA;URA_ATIVACAO;0.3657587549;0.5638297872;514;188;106;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R14;MOVEL;G6 - EX CLIENTE COM DIVIDA;DIGITAL;0.4926890675;0.4923349057;10327;5088;2505;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R14;MOVEL;G6 - EX CLIENTE COM DIVIDA;OUTBOUND;0.6430517711;0.6355932203;367;236;150;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R14;MOVEL;G6 - EX CLIENTE COM DIVIDA;OUTROS;0.1451576321;0.4328125;4409;640;277;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R14;MOVEL;G7 - PRE PAGO COM DIVIDA;CROSSELING;0.4485534298;0.5119635891;51432;23070;11811;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R14;MOVEL;G7 - PRE PAGO COM DIVIDA;DIGITAL;0.7491640747;0.4588577212;102880;77074;35366;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R14;MOVEL;G7 - PRE PAGO COM DIVIDA;OUTBOUND;0.5491122712;0.5575298573;68771;37763;21054;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R14;MOVEL;G7 - PRE PAGO COM DIVIDA;OUTROS;0.5316182197;0.4671550095;39803;21160;9885;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R14;MOVEL;G7 - PRE PAGO COM DIVIDA;URA_ATIVACAO;0.3779904306;0.6708860759;418;158;106;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R14;VIVO_TOTAL;G1 - CLIENTE RELACION BOM;CROSSELING;0.2216027048;0.130620985;50577;11208;1464;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R14;VIVO_TOTAL;G1 - CLIENTE RELACION BOM;DIGITAL;0.4748638132;0.1094723042;6425;3051;334;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R14;VIVO_TOTAL;G1 - CLIENTE RELACION BOM;OUTBOUND;0.5720101781;0.1628113879;1965;1124;183;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R14;VIVO_TOTAL;G1 - CLIENTE RELACION BOM;OUTROS;0.2927660623;0.1317856642;48701;14258;1879;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R14;VIVO_TOTAL;G2 - EX CLIENTE RELACION BOM;OUTROS;0.3280961183;0.2577464789;2164;710;183;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R14;VIVO_TOTAL;G3 - CLIENTE NOVO;OUTROS;0.3924336533;0.2489208633;3542;1390;346;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R14;VIVO_TOTAL;G4 - PRE PAGO SEM DIVIDA;CROSSELING;0.2425968109;0.2887323944;1756;426;123;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R14;VIVO_TOTAL;G4 - PRE PAGO SEM DIVIDA;OUTROS;0.3961010191;0.2466442953;4514;1788;441;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R14;VIVO_TOTAL;G5 - CLIENTE COM DIVIDA;CROSSELING;0.1500755776;0.1989208633;18524;2780;553;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R14;VIVO_TOTAL;G5 - CLIENTE COM DIVIDA;DIGITAL;0.4069006544;0.1549707602;1681;684;106;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R14;VIVO_TOTAL;G5 - CLIENTE COM DIVIDA;OUTROS;0.2391577624;0.1819973719;12728;3044;554;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R15;FIXA;G1 - CLIENTE RELACION BOM;CROSSELING;0.2296327063;0.1403100775;16853;3870;543;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R15;FIXA;G1 - CLIENTE RELACION BOM;DIGITAL;0.6194706994;0.1205370766;5290;3277;395;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R15;FIXA;G1 - CLIENTE RELACION BOM;OUTROS;0.3120658135;0.1396211677;16410;5121;715;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R15;FIXA;G2 - EX CLIENTE RELACION BOM;DIGITAL;0.5675675676;0.1259600614;1147;651;82;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R15;FIXA;G2 - EX CLIENTE RELACION BOM;OUTROS;0.4451256898;0.1707988981;1631;726;124;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R15;FIXA;G3 - CLIENTE NOVO;CROSSELING;0.5464480874;0.18;1647;900;162;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R15;FIXA;G3 - CLIENTE NOVO;DIGITAL;0.5993576877;0.1752623353;7473;4479;785;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R15;FIXA;G3 - CLIENTE NOVO;OUTROS;0.4557833089;0.2017346611;6830;3113;628;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R15;FIXA;G4 - PRE PAGO SEM DIVIDA;DIGITAL;0.5681601525;0.1795302013;1049;596;107;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R15;FIXA;G4 - PRE PAGO SEM DIVIDA;OUTROS;0.416025641;0.2126348228;1560;649;138;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R15;FIXA;G5 - CLIENTE COM DIVIDA;CROSSELING;0.1965004211;0.210952381;10687;2100;443;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R15;FIXA;G5 - CLIENTE COM DIVIDA;DIGITAL;0.5919637804;0.1625239006;1767;1046;170;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R15;FIXA;G5 - CLIENTE COM DIVIDA;OUTROS;0.2940820036;0.1936813187;4951;1456;282;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R15;MOVEL;G1 - CLIENTE RELACION BOM;CROSSELING;0.3626999266;0.266256709;102225;37077;9872;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R15;MOVEL;G1 - CLIENTE RELACION BOM;DIGITAL;0.6924784085;0.2688495894;112197;77694;20888;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R15;MOVEL;G1 - CLIENTE RELACION BOM;OUTBOUND;0.4303184713;0.292086047;11775;5067;1480;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R15;MOVEL;G1 - CLIENTE RELACION BOM;OUTROS;0.3628773224;0.2480164634;111145;40332;10003;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R15;MOVEL;G1 - CLIENTE RELACION BOM;URA_ATIVACAO;0.3516666667;0.4170616114;1200;422;176;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R15;MOVEL;G2 - EX CLIENTE RELACION BOM;CROSSELING;0.4912081679;0.5357967667;1763;866;464;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R15;MOVEL;G2 - EX CLIENTE RELACION BOM;DIGITAL;0.6278185964;0.4975786925;3947;2478;1233;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R15;MOVEL;G2 - EX CLIENTE RELACION BOM;OUTBOUND;0.5140350877;0.4812286689;2280;1172;564;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R15;MOVEL;G2 - EX CLIENTE RELACION BOM;OUTROS;0.5214280219;0.3556145787;12997;6777;2410;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R15;MOVEL;G2 - EX CLIENTE RELACION BOM;URA_ATIVACAO;0.488;0.5464480874;375;183;100;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R15;MOVEL;G3 - CLIENTE NOVO;CROSSELING;0.4500202347;0.5914268585;7413;3336;1973;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R15;MOVEL;G3 - CLIENTE NOVO;DIGITAL;0.6197067288;0.6120448179;21891;13566;8303;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R15;MOVEL;G3 - CLIENTE NOVO;OUTBOUND;0.5920285914;0.5929133858;12871;7620;4518;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R15;MOVEL;G3 - CLIENTE NOVO;OUTROS;0.5952128654;0.3948057388;32086;19098;7540;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R15;MOVEL;G3 - CLIENTE NOVO;URA_ATIVACAO;0.4205111185;0.6653512234;3013;1267;843;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R15;MOVEL;G4 - PRE PAGO SEM DIVIDA;CROSSELING;0.4741199837;0.5006813708;41789;19813;9920;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R15;MOVEL;G4 - PRE PAGO SEM DIVIDA;DIGITAL;0.8015145658;0.4191090935;87946;70490;29543;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R15;MOVEL;G4 - PRE PAGO SEM DIVIDA;OUTBOUND;0.5819151486;0.4970651838;16688;9711;4827;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R15;MOVEL;G4 - PRE PAGO SEM DIVIDA;OUTROS;0.502979248;0.39208878;29202;14688;5759;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R15;MOVEL;G4 - PRE PAGO SEM DIVIDA;URA_ATIVACAO;0.2518618822;0.6827956989;1477;372;254;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R15;MOVEL;G5 - CLIENTE COM DIVIDA;CROSSELING;0.2706573337;0.3394768133;37287;10092;3426;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R15;MOVEL;G5 - CLIENTE COM DIVIDA;DIGITAL;0.5531508412;0.3605855972;35070;19399;6995;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R15;MOVEL;G5 - CLIENTE COM DIVIDA;OUTBOUND;0.4292682927;0.4431818182;6150;2640;1170;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R15;MOVEL;G5 - CLIENTE COM DIVIDA;OUTROS;0.2829000564;0.3193313702;40813;11546;3687;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R15;MOVEL;G6 - EX CLIENTE COM DIVIDA;DIGITAL;0.4768366869;0.5377821394;10685;5095;2740;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R15;MOVEL;G6 - EX CLIENTE COM DIVIDA;OUTBOUND;0.6;0.6358974359;325;195;124;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R15;MOVEL;G6 - EX CLIENTE COM DIVIDA;OUTROS;0.1487953402;0.4537366548;3777;562;255;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R15;MOVEL;G7 - PRE PAGO COM DIVIDA;CROSSELING;0.4600625703;0.5049142007;40914;18823;9504;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R15;MOVEL;G7 - PRE PAGO COM DIVIDA;DIGITAL;0.7544738083;0.46651985;89074;67204;31352;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R15;MOVEL;G7 - PRE PAGO COM DIVIDA;OUTBOUND;0.5735561601;0.5329863935;64325;36894;19664;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R15;MOVEL;G7 - PRE PAGO COM DIVIDA;OUTROS;0.5067910757;0.461172977;26579;13470;6212;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R15;MOVEL;G7 - PRE PAGO COM DIVIDA;URA_ATIVACAO;0.4431818182;0.7094017094;264;117;83;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R15;VIVO_TOTAL;G1 - CLIENTE RELACION BOM;CROSSELING;0.2197546277;0.1603845734;41651;9153;1468;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R15;VIVO_TOTAL;G1 - CLIENTE RELACION BOM;DIGITAL;0.4864548821;0.1233974359;5131;2496;308;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R15;VIVO_TOTAL;G1 - CLIENTE RELACION BOM;OUTBOUND;0.5674846626;0.187027027;1630;925;173;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R15;VIVO_TOTAL;G1 - CLIENTE RELACION BOM;OUTROS;0.2909010463;0.1566610003;38422;11177;1751;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R15;VIVO_TOTAL;G2 - EX CLIENTE RELACION BOM;OUTROS;0.3009049774;0.2763157895;1768;532;147;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R15;VIVO_TOTAL;G3 - CLIENTE NOVO;OUTROS;0.4094387755;0.2873831776;3136;1284;369;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R15;VIVO_TOTAL;G4 - PRE PAGO SEM DIVIDA;CROSSELING;0.2517707663;0.2659846547;1553;391;104;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R15;VIVO_TOTAL;G4 - PRE PAGO SEM DIVIDA;OUTROS;0.3786482335;0.3035835024;3906;1479;449;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R15;VIVO_TOTAL;G5 - CLIENTE COM DIVIDA;CROSSELING;0.1518376948;0.2319907049;17005;2582;599;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R15;VIVO_TOTAL;G5 - CLIENTE COM DIVIDA;DIGITAL;0.3901203293;0.1623376623;1579;616;100;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R15;VIVO_TOTAL;G5 - CLIENTE COM DIVIDA;OUTROS;0.2310160428;0.2152777778;11220;2592;558;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R16;FIXA;G1 - CLIENTE RELACION BOM;CROSSELING;0.2085983922;0.1605227882;14305;2984;479;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R16;FIXA;G1 - CLIENTE RELACION BOM;DIGITAL;0.6106973595;0.1385809313;4431;2706;375;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R16;FIXA;G1 - CLIENTE RELACION BOM;OUTROS;0.3034876905;0.1658619025;13648;4142;687;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R16;FIXA;G2 - EX CLIENTE RELACION BOM;DIGITAL;0.5679374389;0.1583476764;1023;581;92;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R16;FIXA;G2 - EX CLIENTE RELACION BOM;OUTROS;0.4276944065;0.2216905901;1466;627;139;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R16;FIXA;G3 - CLIENTE NOVO;CROSSELING;0.5459363958;0.2028047465;1698;927;188;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R16;FIXA;G3 - CLIENTE NOVO;DIGITAL;0.5855135971;0.199427691;7759;4543;906;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
