nivel;confiabilidade;FAIXA_SCORE;OPERACAO;IDENTIFICA_GRUPO_MODELO;CANAL_PCO_AJUSTADO;taxa_conversao_ref;taxa_fpd_ref;n_aprovados;n_convertidos;n_maus;vars_usadas
1;ALTA;R07;MOVEL;G2 - EX CLIENTE RELACION BOM;DIGITAL;0.6674757282;0.4312121212;4944;3300;1423;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R07;MOVEL;G2 - EX CLIENTE RELACION BOM;OUTBOUND;0.5657395702;0.3296089385;1582;895;295;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R07;MOVEL;G2 - EX CLIENTE RELACION BOM;OUTROS;0.5109245699;0.1729200653;16797;8582;1484;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R07;MOVEL;G2 - EX CLIENTE RELACION BOM;URA_ATIVACAO;0.318977591;0.4851811196;2856;911;442;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R07;MOVEL;G3 - CLIENTE NOVO;CROSSELING;0.3627362736;0.4560794045;5555;2015;919;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R07;MOVEL;G3 - CLIENTE NOVO;DIGITAL;0.6814533164;0.5296032238;18936;12904;6834;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R07;MOVEL;G3 - CLIENTE NOVO;OUTBOUND;0.6082426842;0.362720403;6527;3970;1440;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R07;MOVEL;G3 - CLIENTE NOVO;OUTROS;0.5318780694;0.1687614399;46223;24585;4149;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R07;MOVEL;G3 - CLIENTE NOVO;URA_ATIVACAO;0.2862101609;0.53969129;6338;1814;979;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R07;MOVEL;G4 - PRE PAGO SEM DIVIDA;CROSSELING;0.3923081454;0.2850923285;33958;13322;3798;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R07;MOVEL;G4 - PRE PAGO SEM DIVIDA;DIGITAL;0.8248116489;0.2177598813;57207;47185;10275;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R07;MOVEL;G4 - PRE PAGO SEM DIVIDA;OUTBOUND;0.6049946865;0.2917618128;9410;5693;1661;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R07;MOVEL;G4 - PRE PAGO SEM DIVIDA;OUTROS;0.4881274523;0.1744854826;29564;14431;2518;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R07;MOVEL;G4 - PRE PAGO SEM DIVIDA;URA_ATIVACAO;0.1444876783;0.5421903052;7710;1114;604;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R07;MOVEL;G5 - CLIENTE COM DIVIDA;CROSSELING;0.2970685118;0.2093167317;54341;16143;3379;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R07;MOVEL;G5 - CLIENTE COM DIVIDA;DIGITAL;0.5964226916;0.2183026106;35837;21374;4666;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R07;MOVEL;G5 - CLIENTE COM DIVIDA;OUTBOUND;0.3982120051;0.3630532393;7830;3118;1132;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R07;MOVEL;G5 - CLIENTE COM DIVIDA;OUTROS;0.3606906736;0.177622703;59594;21495;3818;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R07;MOVEL;G5 - CLIENTE COM DIVIDA;URA_ATIVACAO;0.2759948652;0.3860465116;1558;430;166;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R07;MOVEL;G6 - EX CLIENTE COM DIVIDA;CROSSELING;0.3792569659;0.4346938776;1292;490;213;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R07;MOVEL;G6 - EX CLIENTE COM DIVIDA;DIGITAL;0.6227594831;0.5113788487;4798;2988;1528;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R07;MOVEL;G6 - EX CLIENTE COM DIVIDA;OUTBOUND;0.588053553;0.5183887916;2913;1713;888;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R07;MOVEL;G6 - EX CLIENTE COM DIVIDA;OUTROS;0.5818756431;0.2288745737;13606;7917;1812;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R07;MOVEL;G7 - PRE PAGO COM DIVIDA;CROSSELING;0.427515515;0.3757951395;14341;6131;2304;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R07;MOVEL;G7 - PRE PAGO COM DIVIDA;DIGITAL;0.7994868035;0.3197746774;19096;15267;4882;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R07;MOVEL;G7 - PRE PAGO COM DIVIDA;OUTBOUND;0.5585198721;0.424505153;10945;6113;2595;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R07;MOVEL;G7 - PRE PAGO COM DIVIDA;OUTROS;0.5341581495;0.2967918285;13013;6951;2063;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R07;MOVEL;G7 - PRE PAGO COM DIVIDA;URA_ATIVACAO;0.2769640479;0.5192307692;751;208;108;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R07;VIVO_TOTAL;G1 - CLIENTE RELACION BOM;CROSSELING;0.2486347388;0.0375591252;85881;21353;802;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R07;VIVO_TOTAL;G1 - CLIENTE RELACION BOM;DIGITAL;0.3263283404;0.0283169673;13419;4379;124;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R07;VIVO_TOTAL;G1 - CLIENTE RELACION BOM;OUTBOUND;0.5744349182;0.052012664;3849;2211;115;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R07;VIVO_TOTAL;G1 - CLIENTE RELACION BOM;OUTROS;0.3214971778;0.0302703272;118169;37991;1150;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R07;VIVO_TOTAL;G2 - EX CLIENTE RELACION BOM;OUTROS;0.3855714672;0.1170287316;3701;1427;167;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R07;VIVO_TOTAL;G3 - CLIENTE NOVO;OUTROS;0.3584212509;0.1392904074;10616;3805;530;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R07;VIVO_TOTAL;G4 - PRE PAGO SEM DIVIDA;OUTROS;0.4601267935;0.0844815083;5994;2758;233;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R07;VIVO_TOTAL;G5 - CLIENTE COM DIVIDA;CROSSELING;0.1852805398;0.0958313368;11264;2087;200;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R07;VIVO_TOTAL;G5 - CLIENTE COM DIVIDA;OUTROS;0.2752098128;0.0790523106;15490;4263;337;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R07;VIVO_TOTAL;G6 - EX CLIENTE COM DIVIDA;OUTROS;0.4132379249;0.1544011544;1677;693;107;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R07;VIVO_TOTAL;G7 - PRE PAGO COM DIVIDA;OUTROS;0.4175824176;0.1372180451;1274;532;73;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R08;FIXA;G1 - CLIENTE RELACION BOM;CROSSELING;0.2972688719;0.0506733622;29475;8762;444;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R08;FIXA;G1 - CLIENTE RELACION BOM;DIGITAL;0.6308791209;0.0452882773;9100;5741;260;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R08;FIXA;G1 - CLIENTE RELACION BOM;OUTROS;0.314371167;0.047953104;33101;10406;499;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R08;FIXA;G2 - EX CLIENTE RELACION BOM;DIGITAL;0.6268011527;0.075862069;2082;1305;99;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R08;FIXA;G2 - EX CLIENTE RELACION BOM;OUTROS;0.4437906473;0.0809490579;3229;1433;116;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R08;FIXA;G3 - CLIENTE NOVO;CROSSELING;0.5305719921;0.0836431227;2028;1076;90;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R08;FIXA;G3 - CLIENTE NOVO;DIGITAL;0.6472396567;0.0803483079;7807;5053;406;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R08;FIXA;G3 - CLIENTE NOVO;OUTROS;0.5130506457;0.0928239914;10919;5602;520;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R08;FIXA;G4 - PRE PAGO SEM DIVIDA;OUTROS;0.4093237705;0.0838548185;1952;799;67;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R08;FIXA;G5 - CLIENTE COM DIVIDA;CROSSELING;0.1991170478;0.1284820921;8834;1759;226;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R08;FIXA;G5 - CLIENTE COM DIVIDA;DIGITAL;0.6251154201;0.0989660266;2166;1354;134;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R08;FIXA;G5 - CLIENTE COM DIVIDA;OUTROS;0.263495457;0.1161257606;7484;1972;229;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R08;FIXA;G6 - EX CLIENTE COM DIVIDA;DIGITAL;0.6107784431;0.1407563025;2338;1428;201;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R08;FIXA;G6 - EX CLIENTE COM DIVIDA;OUTROS;0.406262386;0.1287804878;2523;1025;132;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R08;MOVEL;G0 - CLIENTE ALTO VALOR;DIGITAL;0.6178977273;0.1793103448;704;435;78;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R08;MOVEL;G1 - CLIENTE RELACION BOM;CROSSELING;0.392406009;0.1059002713;160627;63031;6675;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R08;MOVEL;G1 - CLIENTE RELACION BOM;DIGITAL;0.733721955;0.1209844942;138438;101575;12289;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R08;MOVEL;G1 - CLIENTE RELACION BOM;OUTBOUND;0.526169844;0.1416337286;14425;7590;1075;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R08;MOVEL;G1 - CLIENTE RELACION BOM;OUTROS;0.3730720866;0.0917741473;233802;87225;8005;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R08;MOVEL;G1 - CLIENTE RELACION BOM;URA_ATIVACAO;0.2633556849;0.3161723559;13571;3574;1130;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R08;MOVEL;G2 - EX CLIENTE RELACION BOM;CROSSELING;0.3307828134;0.3665480427;1699;562;206;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R08;MOVEL;G2 - EX CLIENTE RELACION BOM;DIGITAL;0.6575842094;0.4199021207;4661;3065;1287;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R08;MOVEL;G2 - EX CLIENTE RELACION BOM;OUTBOUND;0.5895221647;0.3251953125;1737;1024;333;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R08;MOVEL;G2 - EX CLIENTE RELACION BOM;OUTROS;0.5141477724;0.20408891;16363;8413;1717;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R08;MOVEL;G2 - EX CLIENTE RELACION BOM;URA_ATIVACAO;0.3282197645;0.4663043478;2803;920;429;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R08;MOVEL;G3 - CLIENTE NOVO;CROSSELING;0.363096194;0.4683768244;6227;2261;1059;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R08;MOVEL;G3 - CLIENTE NOVO;DIGITAL;0.6681928218;0.5162636843;19002;12697;6555;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R08;MOVEL;G3 - CLIENTE NOVO;OUTBOUND;0.6152438227;0.3926901827;7649;4706;1848;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R08;MOVEL;G3 - CLIENTE NOVO;OUTROS;0.5175573827;0.1870345855;46704;24172;4521;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R08;MOVEL;G3 - CLIENTE NOVO;URA_ATIVACAO;0.272963368;0.4987481222;7316;1997;996;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R08;MOVEL;G4 - PRE PAGO SEM DIVIDA;CROSSELING;0.3993140223;0.3207623138;37319;14902;4780;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R08;MOVEL;G4 - PRE PAGO SEM DIVIDA;DIGITAL;0.8268297179;0.2431809736;65092;53820;13088;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R08;MOVEL;G4 - PRE PAGO SEM DIVIDA;OUTBOUND;0.5983644216;0.3224815725;10883;6512;2100;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R08;MOVEL;G4 - PRE PAGO SEM DIVIDA;OUTROS;0.4889686853;0.1990737678;30912;15115;3009;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R08;MOVEL;G4 - PRE PAGO SEM DIVIDA;URA_ATIVACAO;0.1569423501;0.5247597931;8621;1353;710;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R08;MOVEL;G5 - CLIENTE COM DIVIDA;CROSSELING;0.2952383893;0.240769794;64768;19122;4604;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R08;MOVEL;G5 - CLIENTE COM DIVIDA;DIGITAL;0.5913751901;0.2478233717;46030;27221;6746;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R08;MOVEL;G5 - CLIENTE COM DIVIDA;OUTBOUND;0.397563049;0.3993822761;10587;4209;1681;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R08;MOVEL;G5 - CLIENTE COM DIVIDA;OUTROS;0.3566689375;0.2110617448;67522;24083;5083;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R08;MOVEL;G5 - CLIENTE COM DIVIDA;URA_ATIVACAO;0.2878630705;0.4342342342;1928;555;241;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R08;MOVEL;G6 - EX CLIENTE COM DIVIDA;CROSSELING;0.4016298021;0.4463768116;1718;690;308;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R08;MOVEL;G6 - EX CLIENTE COM DIVIDA;DIGITAL;0.6319605121;0.5111056871;6483;4097;2094;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R08;MOVEL;G6 - EX CLIENTE COM DIVIDA;OUTBOUND;0.5811027225;0.537007874;4371;2540;1364;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R08;MOVEL;G6 - EX CLIENTE COM DIVIDA;OUTROS;0.575475819;0.2576447625;16025;9222;2376;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R08;MOVEL;G6 - EX CLIENTE COM DIVIDA;URA_ATIVACAO;0.375;0.5151515152;528;198;102;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R08;MOVEL;G7 - PRE PAGO COM DIVIDA;CROSSELING;0.4314604452;0.3955135773;19631;8470;3350;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R08;MOVEL;G7 - PRE PAGO COM DIVIDA;DIGITAL;0.7900842727;0.3420603038;27411;21657;7408;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R08;MOVEL;G7 - PRE PAGO COM DIVIDA;OUTBOUND;0.5799447791;0.4657000649;15936;9242;4304;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R08;MOVEL;G7 - PRE PAGO COM DIVIDA;OUTROS;0.5432835821;0.3272527473;16750;9100;2978;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R08;MOVEL;G7 - PRE PAGO COM DIVIDA;URA_ATIVACAO;0.2844990548;0.5282392027;1058;301;159;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R08;VIVO_TOTAL;G1 - CLIENTE RELACION BOM;CROSSELING;0.2416338181;0.0496146706;73570;17777;882;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R08;VIVO_TOTAL;G1 - CLIENTE RELACION BOM;DIGITAL;0.3564485981;0.0319874148;10700;3814;122;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R08;VIVO_TOTAL;G1 - CLIENTE RELACION BOM;OUTBOUND;0.586407203;0.0584447746;3443;2019;118;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R08;VIVO_TOTAL;G1 - CLIENTE RELACION BOM;OUTROS;0.3221301145;0.0417978815;97591;31437;1314;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R08;VIVO_TOTAL;G2 - EX CLIENTE RELACION BOM;OUTROS;0.37977965;0.1203071672;3086;1172;141;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R08;VIVO_TOTAL;G3 - CLIENTE NOVO;OUTROS;0.3512199864;0.1627456407;10287;3613;588;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R08;VIVO_TOTAL;G4 - PRE PAGO SEM DIVIDA;OUTROS;0.4377824122;0.1000396983;5754;2519;252;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R08;VIVO_TOTAL;G5 - CLIENTE COM DIVIDA;CROSSELING;0.1789629874;0.111469369;12131;2171;242;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R08;VIVO_TOTAL;G5 - CLIENTE COM DIVIDA;OUTROS;0.2724497583;0.1122782446;15724;4284;481;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R08;VIVO_TOTAL;G6 - EX CLIENTE COM DIVIDA;OUTROS;0.3943587014;0.1700404858;1879;741;126;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R08;VIVO_TOTAL;G7 - PRE PAGO COM DIVIDA;OUTROS;0.4106104651;0.1840707965;1376;565;104;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R09;FIXA;G1 - CLIENTE RELACION BOM;CROSSELING;0.2860477374;0.0638325875;26562;7598;485;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R09;FIXA;G1 - CLIENTE RELACION BOM;DIGITAL;0.6235602691;0.0482809071;8769;5468;264;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R09;FIXA;G1 - CLIENTE RELACION BOM;OUTROS;0.3122724565;0.0626391097;30214;9435;591;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R09;FIXA;G2 - EX CLIENTE RELACION BOM;DIGITAL;0.6212121212;0.0780487805;1980;1230;96;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R09;FIXA;G2 - EX CLIENTE RELACION BOM;OUTROS;0.4361175305;0.0915972748;3029;1321;121;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R09;FIXA;G3 - CLIENTE NOVO;CROSSELING;0.5283381364;0.0963636364;2082;1100;106;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R09;FIXA;G3 - CLIENTE NOVO;DIGITAL;0.6305317738;0.0839548671;8293;5229;439;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R09;FIXA;G3 - CLIENTE NOVO;OUTROS;0.5174120235;0.0993623804;10912;5646;561;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R09;FIXA;G4 - PRE PAGO SEM DIVIDA;DIGITAL;0.6455906822;0.0992268041;1202;776;77;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R09;FIXA;G4 - PRE PAGO SEM DIVIDA;OUTROS;0.4025157233;0.1028645833;1908;768;79;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R09;FIXA;G5 - CLIENTE COM DIVIDA;CROSSELING;0.1917822186;0.139287613;9808;1881;262;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R09;FIXA;G5 - CLIENTE COM DIVIDA;DIGITAL;0.5945467422;0.0810005956;2824;1679;136;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R09;FIXA;G5 - CLIENTE COM DIVIDA;OUTROS;0.2802838927;0.1429184549;8313;2330;333;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R09;FIXA;G6 - EX CLIENTE COM DIVIDA;DIGITAL;0.6101973684;0.1185983827;3040;1855;220;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R09;FIXA;G6 - EX CLIENTE COM DIVIDA;OUTROS;0.3957036115;0.1345397325;3212;1271;171;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R09;FIXA;G7 - PRE PAGO COM DIVIDA;DIGITAL;0.5760869565;0.1832884097;644;371;68;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R09;MOVEL;G0 - CLIENTE ALTO VALOR;OUTROS;0.3190789474;0.1408934708;1824;582;82;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
1;ALTA;R09;MOVEL;G1 - CLIENTE RELACION BOM;CROSSELING;0.3863867573;0.1264769458;159242;61529;7782;FAIXA_SCORE OPERACAO IDENTIFICA_GRUPO_MODELO CANAL_PCO_AJUSTADO
